,キャラ名,台詞,メイア表情,一人表示,二人表示・A,二人表示・B,背景・画面遷移,選択肢A,選択肢B,選択肢補足,画面効果,画像オブジェクト,エフェクト,BGM,SE,ボイス,備考,$
2167,メイア,「……うーん」,M-04,,,,back-013/FI,,,,,,,,,,,$
2168,メイア,（あらかた掃除して、玄関も庭もすっきりはしたと思うんだけど……）,M-04,,,,back-013,,,,,,,,,,,$
2169,メイア,（……やっぱり、暗いな）,M-04,,,,back-013,,,,,,,,,,,$
2170,メイア,"（森が暗いからこればっかりはどうしようもないんだけど……
せめて明るい色があるといいな。花みたいな……）",M-04,,,,back-013,,,,,,,,,,,$
2171,メイア,「……あっ！」,M-05,,,,back-013/SO,,,,,,,,,,,$
2172,リート,「……花壇に、花？」,,L-01,,,back-005-sun/SI,,,,,,,,,V-2172,,$
2173,メイア,「はい。もしよろしければ……でいいんですけど」,M-01,,,,back-005-sun,,,,,,,,,,,$
2174,メイア,"「周りが暗くてどんよりしてるのでお花でもあれば少しは明るい雰囲気になるかなあって。
折角立派な花壇もありますし」",M-04,,,,back-005-sun,,,,,,,,,,,$
2175,メイア,「勿論、お世話は全部私がやります！　……だめ、ですか？」,M-01,,,,back-005-sun,,,,,,,,,,,$
2176,リート,「……別に、育てること自体は好きにすればいい」,M-01,L-01a,,,back-005-sun,,,,,,,,,V-2176,,$
2177,メイア,「……！」,M-01,,,,back-005-sun,,,,,,,,,,,$
2178,リート,「だが、恐らくここで育つ花は無いぞ」,M-01,L-01,,,back-005-sun,,,,,,,,,V-2178,,$
443,メイア,「え……どうしてですか？」,M-04,,,,back-005-sun,,,,,,,,,,,$
444,リート,"「基本、植物は日光が無ければ育たない。
元々曇りであることが多いこの街では、ほとんどの花は開花ができないだろう」",M-04,L-01,,,back-005-sun,,,,,,,,,V-0444,,$
445,リート,「実際、街に生花も無い。……知らなかったのか？」,M-04,L-01,,,back-005-sun,,,,,,,,,V-0445,,$
446,メイア,"「あ……確かに。
ずっとこの街にいて、それが当たり前になってたから気づきませんでした……」",M-04,,,,back-005-sun,,,,,,,,,,,$
447,リート,「ましてやこの森では……諦めたほうが賢明だ」,M-04,L-01a,,,back-005-sun,,,,,,,,,V-0447,,$
2179,メイア,「……そう、ですか……」,M-04,L-01a,,,back-005-sun/FO,,,,,,,,,,,$
2180,メイア,"（……リートさんの言った通り、街にも花って全然無いな。
花屋にはあるけど、輸入品かプリザーブドフラワーだし）",M-04,,,,back-006/FI,,,,,,,,,,,$
2181,メイア,"（もしかしたら自分の手で育てられるかもって思ったけど……
こればっかりは仕方ないか）",M-04,,,,back-006,,,,,,,,,,,$
2182,クライン,「あれ……メイア？」,M-04,K-01,,,back-006,,,,,,,,,V-2182,,$
2183,メイア,「あ、クライン！」,M-05,K-01,,,back-006,,,,,,,,,,,$
2184,クライン,「よっ！　また何か買い物か？」,M-05,K-03,,,back-006,,,,,,,,,V-2184,,$
2185,メイア,「うん。でももう帰るとこ。クラインもお仕事お疲れ様」,M-01,K-03,,,back-006,,,,,,,,,,,$
2186,クライン,「おう。ま、あんま仕事っぽいことしてねーけどな」,M-01,K-01,,,back-006,,,,,,,,,V-2186,,$
2187,クライン,「……つーか……あんた、何かあったのか？」,M-01,K-05,,,back-006,,,,,,,,,V-2187,,$
2188,メイア,「え……そう見える？」,M-05,K-05,,,back-006,,,,,,,,,,,$
2189,クライン,「クライン様の目を甘く見るなよ。それくらいわかる」,M-05,K-01,,,back-006,,,,,,,,,V-2189,,$
2190,メイア,「そっか、クラインは女の子を見る目が肥えてるもんね」,M-01,K-01,,,back-006,,,,,,,,,,,$
2191,クライン,「その言い方なんかヤだな……まあいいや」,M-01,K-07,,,back-006,,,,,,,,,V-2191,,$
2192,クライン,「で、どうしたんだよ？　オレで良ければ聞くぜ」,M-01,K-01,,,back-006,,,,,,,,,V-2192,,$
2193,メイア,（どうしよう、クラインに相談してみようかな？）,M-04,K-01,,,back-006,,,,,,,,,,,$
,,,,,,,,相談する/KleinLove_high,相談しない/Klein_gameover,,,,,,,,,$
2194,メイア,「あのね、実は……」,M-04,K-01,,,back-006/FO,,,Aonly,,,,,,,,$
2195,クライン,「ふーん、なるほどな……花か」,M-04,K-02,,,back-006/FI,,,Aonly,,,,,,V-0468,,$
2196,メイア,"「私、ずっとお屋敷の中で働いてたから日光が必要とか分からなくて……
この街だと育たないんだね」",M-04,K-02,,,back-006,,,Aonly,,,,,,,,$
2197,クライン,「……いや、そんなこともないぞ」,M-04,K-01,,,back-006,,,Aonly,,,,,,V-0470,,$
2198,メイア,「……えっ？」,M-05,K-01,,,back-006,,,Aonly,,,,,,,,$
2199,クライン,「メイア、『レインリリー』って知ってるか？」,M-05,K-01,,,back-006,,,Aonly,,,,,,V-0472,,$
2200,メイア,「レイン……リリー？」,M-05,K-01,,,back-006,,,Aonly,,,,,,,,$
2201,クライン,"「『雨に咲く花』って意味らしい。名前の通り、レインリリーは雨から養分を得て咲く花だ。
不思議なことに、日光は必要ないらしい」",M-05,K-01,,,back-006,,,Aonly,,,,,,V-0474,,$
2202,メイア,「へ……それじゃあ！」,M-05,K-01,,,back-006,,,Aonly,,,,,,,,$
2203,クライン,「ああ。この街でも咲くってことだ！」,M-05,K-03,,,back-006,,,Aonly,,,,,,V-0476,,$
2204,クライン,"「……ただ、かなーり気遣って世話しないとすぐ枯れるらしくて。
花屋でも開花させられる奴はほんの一握りらしい。
根気よく世話できんなら、って感じだな」",M-05,K-08,,,back-006,,,Aonly,,,,,,V-0477,,$
2205,メイア,"「やるっ！　できる！
クライン、レインリリーの種ってどこで手に入るの！？」",M-02,K-08,,,back-006,,,Aonly,,,,,,,,$
2206,クライン,「おわっ、急に元気になったな……」,M-02,K-05,,,back-006,,,Aonly,,,,,,V-0479,,$
2207,クライン,"「確か、裏の花屋で売ってたぜ。
店頭には並んでないから、店員に言えば買えたはず」",M-02,K-01,,,back-006,,,Aonly,,,,,,V-0480,,$
2208,メイア,「裏の花屋ね！　……裏の花屋？」,M-04,K-01,,,back-006,,,Aonly,,,,,,,,$
2209,クライン,「ああ、オレが案内するよ」,M-04,K-01,,,back-006,,,Aonly,,,,,,V-0482,,$
2210,メイア,「本当？　ありがとう、クライン！」,M-02,K-01,,,back-006,,,Aonly,,,,,,,,$
2211,クライン,「……おお。攻略法が見えた気がする」,M-02,K-05,,,back-006,,,Aonly,,,,,,V-0484,,$
2212,メイア,「でもクライン、花に詳しいんだね。ちょっと意外」,M-01,K-05,,,back-006,,,Aonly,,,,,,,,$
2213,クライン,"「いや？　レインリリーは偶然知ってただけ。
前に買ってこいって命令されたから」",M-01,K-01,,,back-006,,,Aonly,,,,,,V-0486,,$
2214,メイア,「あ、そうなんだ」,M-01,K-01,,,back-006,,,Aonly,,,,,,,,$
2215,クライン,「水の力で咲くから、血を食い物にする吸血鬼に対する魔除けになるーなんて巷で言われてるからな。」,M-01,K-01,,,back-006,,,Aonly,,,,,,V-2215,,$
2216,クライン,「うちは吸血鬼専門だし、育ててみようとか思ったんじゃねーの？」,M-01,K-01,,,back-006,,,Aonly,,,,,,V-2216,,$
2217,メイア,「へえ……そんな力もあるんだ」,M-05,,,,back-006,,,Aonly,,,,,,,,$
2218,クライン,"「いや、これはただの迷信だからな！
花一つで『吸血鬼』をなんとかできるな ら苦労しねーよ」",M-05,K-06,,,back-006,,,Aonly,,,,,,V-2218,,$
2219,クライン,"「で、種だろ？　買いに行こうぜ。
育てるやつなんていないからきっと有り余ってる」",M-05,K-01,,,back-006,,,Aonly,,,,,,V-2219,,$
2220,メイア,「うん！　ありがとう、クライン！」,M-02,K-01,,,back-006,,,Aonly,,,,,,,,$
2221,メイア,（うーん……でもクラインには関係ないし……些細な事だから、やめておこう）,M-04,K-01,,,back-006,,,Bonly,,,,,,,,$
2222,メイア,「ううん、本当に疲れてただけだから大丈夫だよ。ありがとう、クライン」,M-01,,,,back-006,,,Bonly,,,,,,,,$
2223,クライン,「……そうか？　いいけど、あんまり無理すんなよ」,M-01,K-07,,,back-006,,,Bonly,,,,,,V-0519,,$
2224,クライン,「……そうだ、いいこと思いついた」,M-02/M-01,K-01,,,back-006,,,,,,,,,V-2224,,$
2225,クライン,「な、花屋に行くついでにちょっとオレにも付き合ってくれないか？」,M-02/M-01,K-03,,,back-006,,,,,,,,,V-2225,,$
2226,メイア,「え？　うん、それは構わないけど……何処に行くの？」,M-01,K-03,,,back-006,,,,,,,,,,,$
2227,クライン,「この前言ってたカフェ。三時のおやつにはちょうどいい時間だろ？」,M-01,K-01,,,back-006,,,,,,,,,V-2227,,$
2228,クライン,"「ケーキがメチャクチャうまいとこなんだよ。
あんたにも食べてもらいたくて！　な、いいか？」",M-01,K-03,,,back-006,,,,,,,,,V-2228,,$
2229,メイア,「ケーキ……うん、行ってみたい！」,M-02,K-03,,,back-006,,,,,,,,,,,$
2230,クライン,「よっしゃ！　じゃ、行こうぜ！」,M-02,K-03,,,back-006/SO,,,,,,,,,V-2230,,$
2231,メイア,「……あんなところに花屋があったなんて……」,M-05,K-03,,,back-019/SI,,,,,,,,,,,$
2232,クライン,"「びびるよな。
裏通りってただでさえ人通り少ないのに、
なんであんなとこでずっと営業してんだか」",M-05,K-05,,,back-019,,,,,,,,,V-2232,,$
2233,クライン,「まあでも、手に入ってよかったな。レインリリー」,M-05,K-01,,,back-019,,,,,,,,,V-2233,,$
2234,メイア,「うん！　教えてくれてありがとう、クライン！」,M-02,K-01,,,back-019,,,,,,,,,,,$
2235,クライン,"「もし上手く育ったら見せてくれよ。
オレも本物のレインリリーの花って見たことないんだ」",M-02,K-03,,,back-019,,,,,,,,,V-2235,,$
2236,メイア,「もちろん！　頑張って咲かせるね」,M-02,K-03,,,back-019,,,,,,,,,,,$
2237,クライン,「……お、ついたぜ」,M-02,K-01,,,back-019/FO,,,,,,,,,V-2237,,$
2238,メイア,「わ……いい匂いがする」,M-01,K-01,,,back-022/FI,,,,,,,,SE-014,,,$
2239,クライン,"「手作りケーキが売りだからな。
こっち、いつもオレが座ってる席があるんだ」",M-01,K-01,,,back-022,,,,,,,,SE-021,V-2239,,$
2240,メイア,「あの……私、カフェって来たことがなくて」,M-04,K-01/BU,,,back-022,,,,,,,,,,,$
2241,クライン,"「えっ、マジ？
ならとびっきりのオススメ教えてやるよ！」",M-04,K-03/BU,,,back-022,,,,,,,,,V-2241,,$
2242,クライン,"「初カフェなんて人生で一回しかないからな、
美味いもん食って最高の思い出に しようぜ。
甘いものは平気だよな？」",M-04,K-01,,,back-022,,,,,,,,,V-2242,,$
2243,メイア,「うん、大好き」,M-01,K-01,,,back-022,,,,,,,,,,,$
2244,クライン,「よっしゃ！　じゃあ……あ、すいません！」,M-01,K-03,,,back-022,,,,,,,,,V-2244,,$
2245,クライン,"「ショートケーキとアップルティーのホットを二つずつ！
それと、フルーツタルトとチョコレートケーキとシフォンケーキ」",M-01,K-03,,,back-022,,,,,,,,,V-2245,,$
2246,クライン,"「あ、シフォンケーキはクリームたっぷりのいつものやつで！
サイズはオレの分は全部いつものな」",M-01,K-03,,,back-022,,,,,,,,,V-2246,,$
2247,メイア,（……なんか、多くない？）,M-04,K-03,,,back-022/FO,,,,,,,,,,,$
2248,メイア,「んん……！　美味しい！」,M-05,K-03,,,back-022/FI,,,,,,,,,,,$
2249,クライン,"「だろ、だろっ！
ここのショートケーキ、マジで絶品なんだよ！」",M-05,K-03,,,back-022,,,,,,,,,V-2249,,$
2250,メイア,"（いちごがきらきらしてるし……何よりクリームがすごくふわふわ！
こんな綺麗でおいしいショートケーキ、初めて……！）",M-02,K-03,,,back-022,,,,,,,,,,,$
2251,メイア,（……でも、美味しいんだけど、それより……）,M-04,K-03,,,back-022,,,,,,,,,,,$
2252,メイア,「……あの、クライン……？」,M-04,K-03,,,back-022,,,,,,,,,,,$
2253,クライン,「ん？」,M-04,K-01,,,back-022/FO,,,,,,,,,V-2253,,$
2254,メイア,「その……そのケーキ、全部食べるの……？」,M-04,K-01,,,still-008/FI,,,,,,,,,,,$
2255,クライン,"「……？
当たり前だろ、頼んだんだから」",M-04,K-02,,,still-008,,,,,,,,,V-2255,,$
2256,クライン,「オレは男だからあんたより食うし、これくらい普通だよ」,M-04,K-01,,,still-008,,,,,,,,,V-2256,,$
2257,メイア,「そ、そうかな……」,M-04,K-01,,,still-008,,,,,,,,,,,$
2258,メイア,（リートさんはこんなに食べないと思うけど……）,M-04,K-01,,,still-008,,,,,,,,,,,$
2259,メイア,（ホールケーキ四つって、普通じゃなくない……？）,M-04,K-01,,,still-008,,,,,,,,,,,$
2260,クライン,「ん～っ、やっぱ腹が減ったときはケーキに限るよな！」,M-04,K-03,,,still-008,,,,,,,,,V-2260,,$
2261,メイア,「あ……甘ったるくない？　口の中」,M-04,K-03,,,still-008,,,,,,,,,,,$
2262,クライン,「いや？　お茶だって飲んでるし」,M-04,K-01,,,still-008,,,,,,,,,V-2262,,$
2263,メイア,（さっき角砂糖四個も入れてたのに！？）,M-05,K-01,,,still-008,,,,,,,,,,,$
2264,メイア,"（すごいモリモリ食べてるし、よっぽど甘党なのかな……
それにしたってだけど）",M-05,K-01,,,still-008/FO,,,,,,,,,,,$
2265,クライン,"「……？
なんだよ、さっきからじろじろ見て……あっ！」",M-05,K-05,,,back-022/FI,,,,,,,,,V-2265,,$
2266,クライン,「もしかして、あんたも欲しいのか？　一口」,M-05,K-03,,,back-022,,,,,,,,,V-2266,,$
2267,クライン,「いいぜ、ほら……」,M-05,K-03,,,back-022,,,,,,,,,V-2267,,$
2268,メイア,「う、ううん！　大丈夫！」,M-05,K-03,,,back-022,,,,,,,,,,,$
2269,メイア,（見ているだけでお腹いっぱいだし……）,M-04,K-03,,,back-022,,,,,,,,,,,$
2270,クライン,「ん……そうか？」,M-04,K-02,,,back-022,,,,,,,,,V-2270,,$
2271,クライン,"「生クリームもいいんだけど、チョコレートもいいんだよなあ……
こってり甘くて、甘さが舌に残る感じっていうのか？」",M-04,K-01,,,back-022,,,,,,,,,V-2271,,$
2272,クライン,「タルトのフルーツも砂糖漬けで甘くされてるし……うん、最高！」,M-04,K-03,,,back-022,,,,,,,,,V-2272,,$
2273,メイア,（……でも、すごい美味しそうに食べるな。見てるこっちも楽しくなる）,M-01,K-03,,,back-022,,,,,,,,,,,$
2274,クライン,"「……あ、すいません！
ショートケーキもう一個追加で！」",M-01,K-03,,,back-022,,,,,,,,,V-2274,,$
2275,メイア,「えっ！？」,M-05,K-03,,,back-022/FO,,,,,,,,,,,$
2276,クライン,「――あー、美味かった！」,M-05,K-03,,,back-019/FI,,,,,,,,,V-2276,,$
2277,メイア,「本当に完食しちゃうなんて……」,M-05,K-03,,,back-019,,,,,,,,,,,$
2278,メイア,「クライン、相当甘いものが好きなんだね」,M-05,K-03,,,back-019,,,,,,,,,,,$
2279,クライン,"「砂糖たっぷりの甘いのが好きなんだ。
アインのお菓子屋とかカフェは粗方回ったけど、やっぱあのカフェのが一番好みなんだよな」",M-05,K-01,,,back-019,,,,,,,,,V-2279,,$
2280,クライン,「…………あ」,M-05,K-07,,,back-019,,,,,,,,,V-2280,,$
2281,クライン,"「も、もしかして楽しくなかったか？
オレばっか好きに食ってて……」",M-05,K-07,,,back-019,,,,,,,,,V-2281,,$
2282,メイア,「え……」,M-05,K-07,,,back-019,,,,,,,,,,,$
,,,,,,,,そんなことないよ/KleinLove_low,面白かったよ/KleinLove_high,,,,,,,,,$
2283,メイア,「そんなことないよ、ケーキはすごく美味しかったし……クラインが贔屓にするのも納得」,M-02,K-07,,,back-019,,,Aonly,,,,,,,,$
2284,メイア,"「……予想以上にいっぱい食べるから、
そこはびっくりしちゃったけど。でも、楽しかったよ」",M-01,K-07,,,back-019,,,Aonly,,,,,,,,$
2285,クライン,「ほ、本当か？　よかった……」,M-01,K-01,,,back-019,,,Aonly,,,,,,V-2285,,$
2286,メイア,「クラインがすごい勢いでケーキ食べるの、見てて面白かったよ」,M-01,K-07,,,back-019,,,Bonly,,,,,,,,$
2287,クライン,「……オレ、あんたにフードファイター的に見られてたってこと？」,M-01,K-07,,,back-019,,,Bonly,,,,,,V-2287,,$
2288,メイア,「そ、そういうつもりじゃ……いや。ちょっとあるかもだけど」,M-04,K-07,,,back-019,,,Bonly,,,,,,,,$
2289,メイア,"「でも、本当につまらなくなんてなかったよ！
美味しいケーキも食べられて……連れてきてくれてありがとう」",M-02,K-07,,,back-019,,,Bonly,,,,,,,,$
2290,クライン,「そ、そっか！　よかった……」,M-02,K-01,,,back-019,,,Bonly,,,,,,V-2290,,$
2291,クライン,"「いつも、他の女の子はカフェに来たらケーキより会話！
って感じであんま り食べれないんだ。女の子が楽しそうだから、それはそれでいいんだけど……」",M-01/M-02,K-01,,,back-019,,,,,,,,,V-2291,,$
2292,クライン,"「あんたはちゃんとケーキを美味そうに食べてくれたから。
ついオレも気が抜けちゃって、普段どおりにしちゃったっていうか……」",M-01/M-02,K-01,,,back-019,,,,,,,,,V-2292,,$
2293,クライン,「……あんたが美味しいって言ってくれて嬉しかった。ありがとう」,M-01/M-02,K-03,,,back-019,,,,,,,,,V-2293,,$
2294,メイア,"「こちらこそ！　美味しいケーキをありがとう。
今度は別のケーキを食べてみたいから、また連れて行ってくれると嬉しいな」",M-02,,,,back-019,,,,,,,,,,,$
2295,クライン,「……！　おう、任せとけ！　オレもあんたと行くの、楽しみにしてる！」,M-02,K-03,,,back-019/FO,,,,,,,,,V-2295,,$
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
