,キャラ名,台詞,メイア表情,一人表示,二人表示・A,二人表示・B,背景・画面遷移,選択肢A,選択肢B,選択肢補足,画面効果,画像オブジェクト,エフェクト,BGM,SE,ボイス,備考,$
1398,テオドア,「やあ、メイアさん」,,T-01,,,back-013/FI,,,,,,,BGM-002/CI,,V-1398,,$
1399,メイア,「あ……！ テオさん！」,M-01,T-01,,,back-013,,,,,,,,,,,$
1400,テオドア,「レインリリーのお世話？ ……あ、つぼみがついてる」,M-01,T-01,,,back-013,,,,,,,,,V-1400,,$
1401,メイア,"「はい、少し前につぼみがついたんです。
でも……ここからまた、全然育たなくなっちゃって」",M-01,T-01,,,back-013,,,,,,,,,,,$
1402,メイア,"「つぼみがつくまでもちょっと時間かかったから、
花が開くのにももう少しかかるのかも」",M-04,T-01,,,back-013,,,,,,,,,,,$
1403,テオドア,"「……もしかして、知らないのかな。
レインリリーは雨が降らないと開花しないんだよ」",M-04,T-04,,,back-013,,,,,,,,,V-1403,,$
1404,メイア,「えっ、そうなんですか？」,M-05,T-04,,,back-013,,,,,,,,,,,$
1405,テオドア," 「日光を必要としないレインリリーが唯一必要とするもの……
それが、雨なんだ。
残念だけど、こればっかりは天に祈るしかないね」",M-05,T-01,,,back-013,,,,,,,,,V-1405,,$
1406,メイア,"「……そう、ですか……満開にできると思ったんですけど、
中々上手くいかないですね」",M-04,T-01,,,back-013,,,,,,,,,,,$
1407,テオドア,「そっか。リートに見せるんだったね」,M-04,T-01,,,back-013,,,,,,,,,V-1407,,$
1408,メイア,"「窓からも見えますし。少しでも気分が晴れるかと思って。
でも、雨が必要なんじゃ私がいくら急いでもしょうがないですよね」",M-01,T-01,,,back-013,,,,,,,,,,,$
1409,メイア,「……あの、リートさんの具合はまだ……？」,M-04,T-01,,,back-013,,,,,,,,,,,$
1410,テオドア,「……うん。会わせてあげられなくてごめんね」,M-04,T-04,,,back-013,,,,,,,BGM-002/FO,,V-1410,,$
1411,メイア,「…………」,M-04,T-04,,,back-013,,,,,,,BGM-009/CI,,,,$
,,,,,,,,いつ会えますか？,どこか病気なんですか？,,,,,,,,,$
1412,メイア,「その、面会できるのっていつ頃になるんでしょうか……」,M-04,T-04,,,back-013,,,Aonly,,,,,,,,$
