,キャラ名,台詞,メイア表情,一人表示,二人表示・A,二人表示・B,背景・画面遷移,選択肢A,選択肢B,選択肢補足,画面効果,画像オブジェクト,エフェクト,BGM,SE,ボイス,備考,$
522,メイア,（……うーん、今日も変化なし）,M-04,,,,back-013/FI,,,,,,,BGM-024/CI,,,,$
523,メイア,（毎日水はやってるんだけど……芽が出るのにも雨が必要なのかな）,M-04,,,,back-013,,,,,,,,,,,$
524,メイア,「……あれ？　あそこ……」,M-01,,,,back-013,,,,,,,,,,,$
525,メイア,「――ああっ！！」,M-05,,,,back-013/FO,,,,,N-object-003,,,,,,$
526,リート,「――ほう、発芽したのか」,,L-05,,,back-005-sun/FI,,,,,,,,,V-0526,,$
527,メイア,「はいっ！ まだ一つですけど……でも、大きな一歩です！」,M-02,L-05,,,back-005-sun,,,,,,,,,,,$
528,メイア,「明日になれば他の種も芽が出てるかもしれないし……！ 本当によかったです！」,M-02,L-05,,,back-005-sun,,,,,,,,,,,$
529,リート,「……よかったな」,M-02,L-01a,,,back-005-sun,,,,,,,,,V-0529,,$
530,メイア,「後でリートさんも見に行ってみてください、芽！」,M-02,L-01a,,,back-005-sun,,,,,,,,,,,$
531,リート,「芽の段階でか？」,M-02,L-01,,,back-005-sun,,,,,,,,,V-0531,,$
532,メイア,"「芽でもかわいいんですよ、ちっちゃくて緑で……
私、芽って初めて見まし た！」",M-02,L-01,,,back-005-sun,,,,,,,,,,,$
533,メイア,"「すごいですね、お花って！
あんなに小さい芽がいずれ綺麗な花を咲かすんですから。
それにそれに……！」",M-02,L-01,,,back-005-sun,,,,,,,,,,,$
534,リート,「……興奮する気持ちはわかるが、少し落ち着け」,M-02,L-04,,,back-005-sun,,,,,,,,,V-0534,,$
535,メイア,「あ……！　すみません！　私ったらつい……」,M-04,L-04,,,back-005-sun,,,,,,,,,,,$
536,リート,「……お前は花が好きなんだな」,M-04,L-01,,,back-005-sun,,,,,,,,,V-0536,,$
537,メイア,「はい！　大好きです！」,M-02,L-01,,,back-005-sun,,,,,,,,,,,$
538,リート,「ふむ……」,M-02,L-01,,,back-005-sun,,,,,,,,,V-0538,,$
539,リート,「…………」,M-02,L-01a,,,back-005-sun,,,,,,,,,V-0539,,$
540,メイア,「……リートさん？」,M-04,L-01a,,,back-005-sun,,,,,,,,,,,$
541,リート,「ああ、いや……」,M-04,L-01,,,back-005-sun,,,,,,,,,V-0541,,$
542,リート,「……紅茶を、」,M-04,L-08,,,back-005-sun,,,,,,,,,V-0542,,$
543,メイア,「はい？」,M-01,L-08,,,back-005-sun,,,,,,,,,,,$
544,リート,"「……薔薇を使った、紅茶の茶葉が先日手に入ったんだ。
……もし興味があるなら淹れるといい」",M-01,L-08,,,back-005-sun,,,,,,,,,V-0544,,$
545,メイア,"「へぇ！　美味しそう！　あ、今淹れてきていいですか？
リートさんも飲みますよね？」",M-02,L-08,,,back-005-sun,,,,,,,,,,,$
546,リート,「ああ、頼む」,M-02,L-01,,,back-005-sun,,,,,,,,,V-0546,,$
